seqNumber,startDate,userId,endDate,lastModifiedDate
1,/Date(1349049600000)/,50011835,/Date(1375228800000)/,/Date(1419879359000)/
1,/Date(1349049600000)/,50011845,/Date(1362009600000)/,/Date(1419894549000)/
1,/Date(1349049600000)/,50011861,/Date(1375228800000)/,/Date(1419894555000)/
1,/Date(1349049600000)/,50011875,/Date(1358640000000)/,/Date(1427286331000)/
1,/Date(1349049600000)/,50011876,/Date(1375228800000)/,/Date(1419894556000)/
1,/Date(1349049600000)/,50011877,/Date(1375228800000)/,/Date(1419894559000)/
1,/Date(1349049600000)/,50011881,/Date(1375228800000)/,/Date(1419894559000)/
1,/Date(1349049600000)/,50011882,/Date(1359590400000)/,/Date(1427286331000)/
1,/Date(1349049600000)/,50011884,/Date(1375228800000)/,/Date(1420215869000)/
1,/Date(1349049600000)/,50011885,/Date(1375228800000)/,/Date(1419894560000)/
1,/Date(1349049600000)/,50011898,/Date(1372550400000)/,/Date(1419894562000)/
1,/Date(1349049600000)/,50011901,/Date(1372550400000)/,/Date(1420057177000)/
1,/Date(1349049600000)/,50011903,/Date(1375228800000)/,/Date(1419894179000)/
1,/Date(1349049600000)/,50011912,/Date(1364688000000)/,/Date(1419894562000)/
1,/Date(1349049600000)/,50011920,/Date(1375228800000)/,/Date(1419894562000)/
1,/Date(1349049600000)/,50011946,/Date(1357689600000)/,/Date(1419894179000)/
1,/Date(1349049600000)/,50011948,/Date(1375228800000)/,/Date(1419894562000)/
1,/Date(1349049600000)/,50011949,/Date(1375228800000)/,/Date(1419894562000)/
1,/Date(1349049600000)/,50011952,/Date(1375228800000)/,/Date(1419894179000)/
1,/Date(1349049600000)/,50012002,/Date(1367280000000)/,/Date(1419894180000)/
1,/Date(1349049600000)/,50012009,/Date(1367280000000)/,/Date(1419894565000)/
1,/Date(1349049600000)/,50012014,/Date(1367280000000)/,/Date(1419894568000)/
1,/Date(1349049600000)/,50012022,/Date(1364688000000)/,/Date(1419894569000)/
1,/Date(1349049600000)/,50012029,/Date(1363392000000)/,/Date(1419894183000)/
1,/Date(1349049600000)/,50012036,/Date(1375228800000)/,/Date(1419894569000)/
1,/Date(1349049600000)/,50012042,/Date(1367280000000)/,/Date(1419894570000)/
1,/Date(1349049600000)/,50012043,/Date(1360368000000)/,/Date(1419894183000)/
1,/Date(1349049600000)/,50012044,/Date(1364688000000)/,/Date(1419894570000)/
1,/Date(1349049600000)/,50012048,/Date(1375228800000)/,/Date(1419894572000)/
1,/Date(1349049600000)/,50012050,/Date(1377907200000)/,/Date(1419894572000)/
1,/Date(1349049600000)/,50012056,/Date(1375228800000)/,/Date(1419894185000)/
1,/Date(1349049600000)/,50012059,/Date(1375228800000)/,/Date(1419894185000)/
1,/Date(1349049600000)/,50012075,/Date(1375228800000)/,/Date(1419894575000)/
1,/Date(1349049600000)/,50012077,/Date(1369958400000)/,/Date(1419894575000)/
1,/Date(1349049600000)/,50012082,/Date(1372550400000)/,/Date(1419894187000)/
1,/Date(1349049600000)/,50012084,/Date(1372550400000)/,/Date(1419894579000)/
1,/Date(1349049600000)/,50012085,/Date(1372550400000)/,/Date(1419894579000)/
1,/Date(1349049600000)/,50012097,/Date(1375228800000)/,/Date(1419894187000)/
1,/Date(1349049600000)/,50012107,/Date(1364688000000)/,/Date(1419894190000)/
1,/Date(1349049600000)/,50012108,/Date(1364688000000)/,/Date(1419894581000)/
1,/Date(1349049600000)/,50012110,/Date(1375228800000)/,/Date(1419894582000)/
1,/Date(1349049600000)/,50012112,/Date(1362009600000)/,/Date(1419894582000)/
1,/Date(1349049600000)/,50012113,/Date(1375228800000)/,/Date(1419889825000)/
1,/Date(1349049600000)/,50012114,/Date(1375228800000)/,/Date(1419894582000)/
1,/Date(1349049600000)/,50012118,/Date(1375228800000)/,/Date(1419894582000)/
1,/Date(1349049600000)/,50012123,/Date(1372550400000)/,/Date(1419894582000)/
1,/Date(1349049600000)/,50012132,/Date(1375228800000)/,/Date(1419894192000)/
1,/Date(1349049600000)/,50012147,/Date(1375228800000)/,/Date(1419894585000)/
1,/Date(1349049600000)/,50012150,/Date(1364688000000)/,/Date(1419894586000)/
1,/Date(1349049600000)/,50012151,/Date(1375228800000)/,/Date(1419894586000)/
1,/Date(1349049600000)/,50012152,/Date(1364688000000)/,/Date(1419894192000)/
1,/Date(1349049600000)/,50012153,/Date(1375228800000)/,/Date(1419894586000)/
1,/Date(1349049600000)/,50012155,/Date(1364688000000)/,/Date(1419894589000)/
1,/Date(1349049600000)/,50012175,/Date(1359590400000)/,/Date(1419894194000)/
1,/Date(1349049600000)/,50012179,/Date(1372550400000)/,/Date(1419894592000)/
1,/Date(1349049600000)/,50012184,/Date(1375228800000)/,/Date(1419894196000)/
1,/Date(1349049600000)/,50012186,/Date(1375228800000)/,/Date(1419894592000)/
1,/Date(1349049600000)/,50012190,/Date(1364688000000)/,/Date(1419894592000)/
1,/Date(1349049600000)/,50012191,/Date(1375228800000)/,/Date(1419894196000)/
1,/Date(1349049600000)/,50012194,/Date(1375228800000)/,/Date(1419894198000)/
1,/Date(1349049600000)/,50012195,/Date(1375228800000)/,/Date(1419894198000)/
1,/Date(1349049600000)/,50012196,/Date(1375228800000)/,/Date(1419894198000)/
1,/Date(1349049600000)/,50012199,/Date(1375228800000)/,/Date(1427286345000)/
1,/Date(1349049600000)/,50012200,/Date(1364688000000)/,/Date(1419894592000)/
1,/Date(1349049600000)/,50012201,/Date(1375228800000)/,/Date(1419894592000)/
1,/Date(1349049600000)/,50012202,/Date(1375228800000)/,/Date(1419894595000)/
1,/Date(1349049600000)/,50012203,/Date(1375228800000)/,/Date(1419894595000)/
1,/Date(1349049600000)/,50012210,/Date(1375228800000)/,/Date(1419894198000)/
1,/Date(1349049600000)/,50012211,/Date(1375228800000)/,/Date(1419894198000)/
1,/Date(1349049600000)/,50012216,/Date(1375228800000)/,/Date(1419894595000)/
1,/Date(1349049600000)/,50012228,/Date(1375228800000)/,/Date(1419894598000)/
1,/Date(1349049600000)/,50012240,/Date(1385769600000)/,/Date(1420214630000)/
1,/Date(1349049600000)/,50012242,/Date(1375228800000)/,/Date(1419894602000)/
1,/Date(1349049600000)/,50012271,/Date(1359590400000)/,/Date(1419894606000)/
1,/Date(1349049600000)/,50012272,/Date(1375228800000)/,/Date(1419894606000)/
1,/Date(1349049600000)/,50012273,/Date(1375228800000)/,/Date(1419894607000)/
1,/Date(1349049600000)/,50012284,/Date(1375228800000)/,/Date(1419894607000)/
1,/Date(1349049600000)/,50012292,/Date(1375228800000)/,/Date(1419894608000)/
1,/Date(1349049600000)/,50012300,/Date(1375228800000)/,/Date(1419894609000)/
1,/Date(1349049600000)/,50012301,/Date(1373414400000)/,/Date(1419894613000)/
1,/Date(1349049600000)/,50012302,/Date(1359590400000)/,/Date(1420213629000)/
1,/Date(1349049600000)/,50012304,/Date(1375228800000)/,/Date(1419894613000)/
1,/Date(1349049600000)/,50012308,/Date(1372550400000)/,/Date(1427286353000)/
1,/Date(1349049600000)/,50012324,/Date(1360800000000)/,/Date(1419894615000)/
1,/Date(1349049600000)/,50012326,/Date(1375228800000)/,/Date(1419894616000)/
1,/Date(1349049600000)/,50012328,/Date(1371600000000)/,/Date(1419894616000)/
1,/Date(1349049600000)/,50012329,/Date(1375228800000)/,/Date(1419894618000)/
1,/Date(1349049600000)/,50012342,/Date(1375228800000)/,/Date(1419894621000)/
1,/Date(1349049600000)/,50012344,/Date(1375228800000)/,/Date(1419894621000)/
1,/Date(1349049600000)/,50012346,/Date(1375228800000)/,/Date(1420214800000)/
1,/Date(1349049600000)/,50012347,/Date(1375228800000)/,/Date(1419894622000)/
1,/Date(1349049600000)/,50012348,/Date(1375228800000)/,/Date(1419894622000)/
1,/Date(1349049600000)/,50012349,/Date(1357776000000)/,/Date(1419894623000)/
1,/Date(1349049600000)/,50012363,/Date(1364688000000)/,/Date(1427814894000)/
1,/Date(1349049600000)/,50012387,/Date(1364688000000)/,/Date(1419894200000)/
1,/Date(1349049600000)/,50012457,/Date(1364688000000)/,/Date(1419876713000)/
1,/Date(1349049600000)/,50012568,/Date(1359590400000)/,/Date(1427286367000)/
1,/Date(1349049600000)/,50012720,/Date(1364688000000)/,/Date(1419886659000)/
1,/Date(1349049600000)/,50012721,/Date(1364688000000)/,/Date(1419886659000)/
1,/Date(1349049600000)/,50012847,/Date(1362009600000)/,/Date(1419893740000)/
1,/Date(1349049600000)/,50012896,/Date(1364688000000)/,/Date(1419889129000)/
1,/Date(1349049600000)/,50012900,/Date(1367280000000)/,/Date(1419893742000)/
1,/Date(1349049600000)/,50012901,/Date(1359590400000)/,/Date(1427286386000)/
1,/Date(1349049600000)/,50013022,/Date(1362009600000)/,/Date(1419881461000)/
1,/Date(1349049600000)/,50013220,/Date(1359590400000)/,/Date(1511450070000)/
1,/Date(1349049600000)/,50013224,/Date(1364688000000)/,/Date(1511432449000)/
1,/Date(1349049600000)/,50013258,/Date(1419984000000)/,/Date(1466754231000)/
1,/Date(1349049600000)/,50013262,/Date(1361318400000)/,/Date(1474803744000)/
1,/Date(1349049600000)/,50013317,/Date(1362009600000)/,/Date(1528115543000)/
1,/Date(1349049600000)/,50013517,/Date(1364688000000)/,/Date(1420056237000)/
1,/Date(1349049600000)/,50013583,/Date(1364688000000)/,/Date(1499758534000)/
1,/Date(1349049600000)/,50018972,/Date(1419984000000)/,/Date(1419894640000)/
1,/Date(1349049600000)/,50020405,/Date(1364083200000)/,/Date(1420211437000)/
1,/Date(1349049600000)/,50031127,/Date(1364688000000)/,/Date(1419887943000)/
1,/Date(1349049600000)/,50031130,/Date(1372550400000)/,/Date(1419879519000)/
1,/Date(1349049600000)/,50033776,/Date(1393545600000)/,/Date(1419886678000)/
1,/Date(1349049600000)/,50037193,/Date(1364083200000)/,/Date(1419889167000)/
1,/Date(1349049600000)/,50040034,/Date(1364688000000)/,/Date(1499758540000)/
1,/Date(1349049600000)/,50041145,/Date(1383177600000)/,/Date(1419893776000)/
1,/Date(1349049600000)/,50050438,/Date(1364688000000)/,/Date(1419881469000)/
1,/Date(1349049600000)/,50066931,/Date(1364083200000)/,/Date(1419992752000)/
1,/Date(1349049600000)/,50078397,/Date(1369958400000)/,/Date(1419887957000)/
1,/Date(1349049600000)/,50078957,/Date(1364688000000)/,/Date(1419887957000)/
1,/Date(1349049600000)/,50085806,/Date(1388448000000)/,/Date(1419897056000)/
1,/Date(1349049600000)/,50085905,/Date(1396224000000)/,/Date(1419897056000)/
1,/Date(1349049600000)/,50085913,/Date(1419984000000)/,/Date(1419895571000)/
1,/Date(1349049600000)/,50085915,/Date(1364688000000)/,/Date(1419895571000)/
1,/Date(1349049600000)/,50087236,/Date(1396224000000)/,/Date(1419895572000)/
1,/Date(1349049600000)/,50088736,/Date(1380499200000)/,/Date(1474803765000)/
1,/Date(1349049600000)/,50089468,/Date(1364688000000)/,/Date(1419889185000)/
1,/Date(1349049600000)/,50090363,/Date(1362009600000)/,/Date(1419889185000)/
1,/Date(1349049600000)/,50091600,/Date(1380499200000)/,/Date(1419887965000)/
1,/Date(1349049600000)/,50096796,/Date(1359244800000)/,/Date(1419879519000)/
1,/Date(1349049600000)/,50096977,/Date(1364688000000)/,/Date(1518097484000)/
1,/Date(1349049600000)/,50097420,/Date(1364688000000)/,/Date(1419889192000)/
1,/Date(1349049600000)/,50097462,/Date(1364688000000)/,/Date(1419893796000)/
1,/Date(1349049600000)/,50097490,/Date(1396224000000)/,/Date(1419877047000)/
1,/Date(1349049600000)/,50097705,/Date(1364688000000)/,/Date(1419894234000)/
1,/Date(1349049600000)/,50097831,/Date(1419984000000)/,/Date(1419889832000)/
1,/Date(1349049600000)/,50100056,/Date(1364688000000)/,/Date(1419877576000)/
1,/Date(1349049600000)/,50103770,/Date(1364688000000)/,/Date(1419893798000)/
1,/Date(1349049600000)/,50107512,/Date(1364688000000)/,/Date(1419889199000)/
1,/Date(1349049600000)/,50107516,/Date(1364688000000)/,/Date(1419887977000)/
1,/Date(1349049600000)/,50107528,/Date(1364688000000)/,/Date(1419889200000)/
1,/Date(1349049600000)/,50107779,/Date(1364688000000)/,/Date(1419893802000)/
1,/Date(1349049600000)/,50107791,/Date(1364688000000)/,/Date(1427286718000)/
1,/Date(1349049600000)/,50107799,/Date(1364688000000)/,/Date(1419889200000)/
1,/Date(1349049600000)/,50110507,/Date(1364688000000)/,/Date(1440681070000)/
